id,groupName,groupType,username,createdAt,replyTo,text,expectedImportance,expectedCategory,scenarioTag,notes,baseScoreBeforeReactions,baseScore,reactionBoost,finalScore,signalCategory,signalConfidence,reactionCounts,matchedRules
msg_00025,Pledge Class 28,Fraternity pledge chat,Cam,2026-04-17T17:12:00.000Z,,lol,noise,noise,noise,"Noise, joke, hype, or vague reply",0,0,0,0,noise,20,{},noise.one-word:-18; noise.laughter:-35; noise.vague-short:-12
msg_00026,Pledge Class 28,Fraternity pledge chat,Sophia,2026-04-17T17:15:00.000Z,,can someone tell Tyler to chill,noise,noise,noise,"Noise, joke, hype, or vague reply",10,10,0,10,noise,25,{},question.intent:10
msg_00027,Pledge Class 28,Fraternity pledge chat,Sam,2026-04-17T17:20:00.000Z,,he fell off,noise,noise,noise,"Noise, joke, hype, or vague reply",0,0,6,6,noise,23,"{""💀"":2,""😂"":4,""🔥"":2}",noise.hype-only:-24; noise.vague-short:-12
msg_00028,Pledge Class 28,Fraternity pledge chat,Mia,2026-04-17T17:21:00.000Z,,chapter moved to Thursday at 6,important,announcement,change,Generated important Fraternity pledge chat message,100,100,12,100,announcement,100,"{""✅"":1}",event.social-anchor:12; event.meeting-time:24; announcement.change:30; time.weekday:7; time.explicit:12; event.concrete-time:16; announcement.date-context:14; structure.concrete-details:8
msg_00029,Pledge Class 28,Fraternity pledge chat,Drew,2026-04-17T17:25:00.000Z,,are we still doing the same place?,maybe,question,context_needed,Ambiguous message that may be useful in context,10,10,8,18,noise,29,"{""❓"":1}",question.intent:10
msg_00030,Pledge Class 28,Fraternity pledge chat,Bella,2026-04-17T17:29:00.000Z,,might go downtown later,maybe,noise,vague_plan,Ambiguous message that may be useful in context,12,12,0,12,noise,26,{},event.social-anchor:12
msg_00031,Pledge Class 28,Fraternity pledge chat,Logan,2026-04-17T17:32:00.000Z,,meeting my downfall rn,noise,noise,noise,"Noise, joke, hype, or vague reply",12,12,0,12,noise,26,{},event.social-anchor:12
msg_00032,Pledge Class 28,Fraternity pledge chat,Mia,2026-04-17T17:34:00.000Z,,formal tickets are due by midnight tomorrow,important,deadline,deadline,Generated important Fraternity pledge chat message,100,100,20,100,deadline,100,"{""✅"":1,""👀"":1}",deadline.explicit:32; deadline.payment:18; event.social-anchor:12; time.relative:8; time.explicit:12; deadline.date-context:18; event.concrete-time:16; structure.concrete-details:8
msg_00033,Pledge Class 28,Fraternity pledge chat,Riley,2026-04-17T17:37:00.000Z,,dues are due by Sunday night,important,deadline,dues,Generated important Fraternity pledge chat message,83,83,0,83,deadline,100,{},deadline.explicit:32; deadline.payment:18; time.weekday:7; deadline.date-context:18; structure.concrete-details:8
msg_00034,Pledge Class 28,Fraternity pledge chat,Mia,2026-04-17T17:39:00.000Z,,who all is going Friday?,maybe,plan,attendance_question,Ambiguous message that may be useful in context,37,37,0,37,plan,66,{},plan.whos-going:20; time.weekday:7; question.intent:10
msg_00035,Pledge Class 28,Fraternity pledge chat,Riley,2026-04-17T17:43:00.000Z,,😭😭😭,noise,noise,noise,"Noise, joke, hype, or vague reply",0,0,0,0,noise,20,{},noise.one-word:-18; noise.emoji-only:-35; noise.vague-short:-12
msg_00036,Pledge Class 28,Fraternity pledge chat,Riley,2026-04-17T17:45:00.000Z,,9 is crazy,noise,noise,noise,"Noise, joke, hype, or vague reply",0,0,0,0,noise,20,"{""💀"":3,""😂"":2}",noise.vague-short:-12
msg_00037,Pledge Class 28,Fraternity pledge chat,Tyler,2026-04-17T17:49:00.000Z,,where we at,noise,noise,noise,"Noise, joke, hype, or vague reply",0,0,0,0,noise,20,"{""😂"":4,""💀"":4}",question.intent:10; noise.vague-short:-12
msg_00038,Pledge Class 28,Fraternity pledge chat,Drew,2026-04-17T17:52:00.000Z,,rush mtg is at 6 in the house,important,event,meeting_time,Generated important Fraternity pledge chat message,72,72,8,80,event,100,"{""👀"":1}",event.social-anchor:12; event.meeting-time:24; time.explicit:12; event.concrete-time:16; structure.concrete-details:8
msg_00039,Pledge Class 28,Fraternity pledge chat,Jordan,2026-04-17T17:56:00.000Z,,????????,noise,noise,noise,"Noise, joke, hype, or vague reply",0,0,3,3,noise,22,"{""😂"":3,""💀"":3,""🔥"":1}",question.intent:10; noise.one-word:-18; noise.repeated:-16; noise.vague-short:-12
msg_00040,Pledge Class 28,Fraternity pledge chat,Riley,2026-04-17T17:59:00.000Z,,where are we meeting?,maybe,plan,meeting_question,Ambiguous message that may be useful in context,50,50,0,50,plan,79,{},event.social-anchor:12; plan.leaving-meeting:20; question.intent:10; question.event-context:8
msg_00041,Pledge Class 28,Fraternity pledge chat,Riley,2026-04-17T18:01:00.000Z,,can someone bring speakers to the pregame,important,request,supplies,Generated important Fraternity pledge chat message,85,85,30,100,request,98,"{""👀"":1,""📌"":1}",request.can-someone:24; logistics.supplies:25; event.social-anchor:12; question.intent:10; request.bring-supplies:14
msg_00042,Pledge Class 28,Fraternity pledge chat,Maya,2026-04-17T18:04:00.000Z,,W,noise,noise,noise,"Noise, joke, hype, or vague reply",0,0,0,0,noise,20,{},noise.one-word:-18; noise.casual-reply:-28; noise.vague-short:-12
msg_00043,Pledge Class 28,Fraternity pledge chat,Maya,2026-04-17T18:06:00.000Z,,yo,noise,noise,noise,"Noise, joke, hype, or vague reply",0,0,0,0,noise,20,{},noise.one-word:-18; noise.casual-reply:-28; noise.vague-short:-12
msg_00044,Pledge Class 28,Fraternity pledge chat,Sophia,2026-04-17T18:10:00.000Z,,rush meeting is at 6 in the house,important,event,meeting_time,Generated important Fraternity pledge chat message,72,72,12,84,event,100,"{""✅"":1}",event.social-anchor:12; event.meeting-time:24; time.explicit:12; event.concrete-time:16; structure.concrete-details:8
msg_00045,Pledge Class 28,Fraternity pledge chat,Nick,2026-04-17T18:12:00.000Z,,dues are due by Sunday night,important,deadline,dues,Generated important Fraternity pledge chat message,83,83,8,91,deadline,100,"{""👀"":1}",deadline.explicit:32; deadline.payment:18; time.weekday:7; deadline.date-context:18; structure.concrete-details:8
msg_00046,Pledge Class 28,Fraternity pledge chat,Jordan,2026-04-17T18:17:00.000Z,,he fell off,noise,noise,noise,"Noise, joke, hype, or vague reply",0,0,0,0,noise,20,{},noise.hype-only:-24; noise.vague-short:-12
msg_00047,Pledge Class 28,Fraternity pledge chat,Sam,2026-04-17T18:18:00.000Z,,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,35,35,0,35,logistics,58,"{""😂"":1}",logistics.supplies:25; commitment.availability:22; noise.vague-short:-12
msg_00048,Pledge Class 28,Fraternity pledge chat,Ava,2026-04-17T18:21:00.000Z,msg_00005,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,35,35,8,43,logistics,58,"{""❓"":1}",logistics.supplies:25; commitment.availability:22; noise.vague-short:-12
msg_00049,Pledge Class 28,Fraternity pledge chat,Chris,2026-04-17T18:25:00.000Z,,Friday was insane,noise,noise,noise,"Noise, joke, hype, or vague reply",7,7,0,7,noise,24,{},time.weekday:7
msg_00050,Pledge Class 28,Fraternity pledge chat,Cam,2026-04-17T18:27:00.000Z,msg_00036,real,noise,noise,noise,"Noise, joke, hype, or vague reply",0,0,0,0,noise,20,{},noise.one-word:-18; noise.casual-reply:-28; noise.vague-short:-12
msg_00051,Pledge Class 28,Fraternity pledge chat,Ava,2026-04-17T18:31:00.000Z,,need 3 sober drivers tonight for formal,important,logistics,ride_request,Generated important Fraternity pledge chat message,100,100,12,100,logistics,100,"{""✅"":1}",request.concrete-need:28; logistics.transport:20; logistics.sober-drivers:30; event.social-anchor:12; time.relative:8; event.concrete-time:16; request.urgent-tonight:12; structure.concrete-details:8
msg_00052,Pledge Class 28,Fraternity pledge chat,Nick,2026-04-17T18:35:00.000Z,msg_00036,rush meeting is at 6 in the house,important,event,meeting_time,Generated important Fraternity pledge chat message,72,72,8,80,event,100,"{""👀"":1}",event.social-anchor:12; event.meeting-time:24; time.explicit:12; event.concrete-time:16; structure.concrete-details:8
msg_00053,Pledge Class 28,Fraternity pledge chat,Tyler,2026-04-17T18:37:00.000Z,,chapter moved to Thursday at 6,important,announcement,change,Generated important Fraternity pledge chat message,100,100,12,100,announcement,100,"{""✅"":1}",event.social-anchor:12; event.meeting-time:24; announcement.change:30; time.weekday:7; time.explicit:12; event.concrete-time:16; announcement.date-context:14; structure.concrete-details:8
msg_00054,Pledge Class 28,Fraternity pledge chat,Maya,2026-04-17T18:40:00.000Z,,formal tickets are due by midnight tmr,important,deadline,deadline,Generated important Fraternity pledge chat message,100,100,0,100,deadline,100,{},deadline.explicit:32; deadline.payment:18; event.social-anchor:12; time.explicit:12; deadline.date-context:18; event.concrete-time:16; structure.concrete-details:8
msg_00055,Pledge Class 28,Fraternity pledge chat,Mason,2026-04-17T18:44:00.000Z,msg_00023,can someone tell Tyler to chill,noise,noise,noise,"Noise, joke, hype, or vague reply",10,10,0,10,noise,25,{},question.intent:10
msg_00056,Pledge Class 28,Fraternity pledge chat,Drew,2026-04-17T18:45:00.000Z,,formal tickets are due by midnight tomorrow,important,deadline,deadline,Generated important Fraternity pledge chat message,100,100,12,100,deadline,100,"{""✅"":1}",deadline.explicit:32; deadline.payment:18; event.social-anchor:12; time.relative:8; time.explicit:12; deadline.date-context:18; event.concrete-time:16; structure.concrete-details:8
msg_00057,Pledge Class 28,Fraternity pledge chat,Sophia,2026-04-17T18:49:00.000Z,,what time is tailgate again,maybe,question,event_question,Ambiguous message that may be useful in context,30,30,0,30,question,64,{},event.social-anchor:12; question.intent:10; question.event-context:8
msg_00058,Pledge Class 28,Fraternity pledge chat,Mia,2026-04-17T18:51:00.000Z,,we need one more for the Uber leaving at 9,important,logistics,ride_count,Generated important Fraternity pledge chat message,88,88,30,100,logistics,100,"{""✅"":1,""👀"":1,""📌"":1}",request.concrete-need:28; logistics.transport:20; time.explicit:12; logistics.uber-count:20; structure.concrete-details:8
msg_00059,Pledge Class 28,Fraternity pledge chat,Cam,2026-04-17T18:56:00.000Z,,does anyone have tickets left?,maybe,request,ticket_availability,Ambiguous message that may be useful in context,46,46,0,46,request,69,{},deadline.payment:18; request.ticket-availability:18; question.intent:10
msg_00060,Pledge Class 28,Fraternity pledge chat,Sophia,2026-04-17T18:57:00.000Z,,does anyone have tickets left?,maybe,request,ticket_availability,Ambiguous message that may be useful in context,46,46,0,46,request,69,{},deadline.payment:18; request.ticket-availability:18; question.intent:10
msg_00061,Pledge Class 28,Fraternity pledge chat,Ava,2026-04-17T19:02:00.000Z,,need bro to retire,noise,noise,noise,"Noise, joke, hype, or vague reply",0,0,0,0,noise,20,{},
msg_00062,Pledge Class 28,Fraternity pledge chat,Mia,2026-04-17T19:04:00.000Z,,skull,noise,noise,noise,"Noise, joke, hype, or vague reply",0,0,0,0,noise,20,{},noise.one-word:-18; noise.casual-reply:-28; noise.vague-short:-12
msg_00063,Pledge Class 28,Fraternity pledge chat,Mia,2026-04-17T19:07:00.000Z,,where are we meeting?,maybe,plan,meeting_question,Ambiguous message that may be useful in context,50,50,8,58,plan,79,"{""👀"":1}",event.social-anchor:12; plan.leaving-meeting:20; question.intent:10; question.event-context:8
msg_00064,Pledge Class 28,Fraternity pledge chat,Sam,2026-04-17T19:10:00.000Z,,can someone bring speakers to the pregame,important,request,supplies,Generated important Fraternity pledge chat message,85,85,20,100,request,98,"{""✅"":1,""❓"":1}",request.can-someone:24; logistics.supplies:25; event.social-anchor:12; question.intent:10; request.bring-supplies:14
msg_00065,Pledge Class 28,Fraternity pledge chat,Maya,2026-04-17T19:12:00.000Z,,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,35,35,0,35,logistics,58,{},logistics.supplies:25; commitment.availability:22; noise.vague-short:-12
msg_00066,Pledge Class 28,Fraternity pledge chat,Ava,2026-04-17T19:16:00.000Z,,rush mtg is at 6 in the house,important,event,meeting_time,Generated important Fraternity pledge chat message,72,72,20,92,event,100,"{""✅"":1,""👀"":1}",event.social-anchor:12; event.meeting-time:24; time.explicit:12; event.concrete-time:16; structure.concrete-details:8
msg_00067,Pledge Class 28,Fraternity pledge chat,Riley,2026-04-17T19:18:00.000Z,,rush meeting is at 6 in the house,important,event,meeting_time,Generated important Fraternity pledge chat message,72,72,20,92,event,100,"{""✅"":1,""👀"":1}",event.social-anchor:12; event.meeting-time:24; time.explicit:12; event.concrete-time:16; structure.concrete-details:8
msg_00068,Pledge Class 28,Fraternity pledge chat,Tyler,2026-04-17T19:23:00.000Z,,party animal,noise,noise,noise,"Noise, joke, hype, or vague reply",0,0,0,0,noise,20,{},event.social-anchor:12; noise.vague-short:-12
msg_00069,Pledge Class 28,Fraternity pledge chat,Sophia,2026-04-17T19:24:00.000Z,,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,35,35,0,35,logistics,58,{},logistics.supplies:25; commitment.availability:22; noise.vague-short:-12
msg_00070,Pledge Class 28,Fraternity pledge chat,Logan,2026-04-17T19:28:00.000Z,,might go downtown later,maybe,noise,vague_plan,Ambiguous message that may be useful in context,12,12,0,12,noise,26,{},event.social-anchor:12
msg_00071,Pledge Class 28,Fraternity pledge chat,Bella,2026-04-17T19:31:00.000Z,,????????,noise,noise,noise,"Noise, joke, hype, or vague reply",0,0,0,0,noise,20,"{""💀"":2,""😂"":4}",question.intent:10; noise.one-word:-18; noise.repeated:-16; noise.vague-short:-12
msg_00072,Pledge Class 28,Fraternity pledge chat,Sam,2026-04-17T19:34:00.000Z,,????????,noise,noise,noise,"Noise, joke, hype, or vague reply",0,0,0,0,noise,20,{},question.intent:10; noise.one-word:-18; noise.repeated:-16; noise.vague-short:-12
msg_00073,Pledge Class 28,Fraternity pledge chat,Tyler,2026-04-17T19:38:00.000Z,,can someone tell Tyler to chill,noise,noise,noise,"Noise, joke, hype, or vague reply",10,10,0,10,noise,25,{},question.intent:10
msg_00074,Pledge Class 28,Fraternity pledge chat,Tyler,2026-04-17T19:40:00.000Z,,formal tickets are due by midnight tomorrow,important,deadline,deadline,Generated important Fraternity pledge chat message,100,100,8,100,deadline,100,"{""👀"":1}",deadline.explicit:32; deadline.payment:18; event.social-anchor:12; time.relative:8; time.explicit:12; deadline.date-context:18; event.concrete-time:16; structure.concrete-details:8
msg_00075,Pledge Class 28,Fraternity pledge chat,Ava,2026-04-17T19:44:00.000Z,,pregame at the house?,maybe,question,event_question,Ambiguous message that may be useful in context,30,30,0,30,question,64,"{""😂"":1}",event.social-anchor:12; question.intent:10; question.event-context:8
msg_00076,Pledge Class 28,Fraternity pledge chat,Sam,2026-04-17T19:46:00.000Z,msg_00038,who has the speaker?,maybe,question,item_question,Ambiguous message that may be useful in context,10,10,0,10,noise,25,{},question.intent:10
msg_00077,Pledge Class 28,Fraternity pledge chat,Jordan,2026-04-17T19:49:00.000Z,,chapter moved to Thursday at 6,important,announcement,change,Generated important Fraternity pledge chat message,100,100,20,100,announcement,100,"{""✅"":1,""👀"":1}",event.social-anchor:12; event.meeting-time:24; announcement.change:30; time.weekday:7; time.explicit:12; event.concrete-time:16; announcement.date-context:14; structure.concrete-details:8
msg_00078,Pledge Class 28,Fraternity pledge chat,Tyler,2026-04-17T19:53:00.000Z,,who up,noise,noise,noise,"Noise, joke, hype, or vague reply",0,0,0,0,noise,20,{},noise.hype-only:-24; noise.casual-question:-14; noise.vague-short:-12
msg_00079,Pledge Class 28,Fraternity pledge chat,Jordan,2026-04-17T19:55:00.000Z,,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,73,73,8,81,request,86,"{""👀"":1}",request.can-someone:24; logistics.supplies:25; question.intent:10; request.bring-supplies:14
msg_00080,Pledge Class 28,Fraternity pledge chat,Maya,2026-04-17T19:59:00.000Z,,need 3 sober drivers tonight for formal,important,logistics,ride_request,Generated important Fraternity pledge chat message,100,100,8,100,logistics,100,"{""👀"":1}",request.concrete-need:28; logistics.transport:20; logistics.sober-drivers:30; event.social-anchor:12; time.relative:8; event.concrete-time:16; request.urgent-tonight:12; structure.concrete-details:8
msg_00081,Pledge Class 28,Fraternity pledge chat,Sam,2026-04-17T20:02:00.000Z,,real,noise,noise,noise,"Noise, joke, hype, or vague reply",0,0,0,0,noise,20,{},noise.one-word:-18; noise.casual-reply:-28; noise.vague-short:-12
msg_00082,Pledge Class 28,Fraternity pledge chat,Mason,2026-04-17T20:04:00.000Z,,who has the speaker?,maybe,question,item_question,Ambiguous message that may be useful in context,10,10,0,10,noise,25,{},question.intent:10
msg_00083,Pledge Class 28,Fraternity pledge chat,Drew,2026-04-17T20:07:00.000Z,,what time are y'all leaving?,maybe,plan,departure_question,Ambiguous message that may be useful in context,30,30,0,30,plan,56,{},plan.leaving-meeting:20; question.intent:10
msg_00084,Pledge Class 28,Fraternity pledge chat,Jordan,2026-04-17T20:11:00.000Z,msg_00072,might go downtown later,maybe,noise,vague_plan,Ambiguous message that may be useful in context,12,12,0,12,noise,26,{},event.social-anchor:12
msg_00085,Pledge Class 28,Fraternity pledge chat,Maya,2026-04-17T20:13:00.000Z,,lmao,noise,noise,noise,"Noise, joke, hype, or vague reply",0,0,0,0,noise,20,{},noise.one-word:-18; noise.laughter:-35; noise.vague-short:-12
msg_00086,Pledge Class 28,Fraternity pledge chat,Tyler,2026-04-17T20:16:00.000Z,,formal apology incoming,noise,noise,noise,"Noise, joke, hype, or vague reply",12,12,0,12,noise,26,{},event.social-anchor:12
msg_00087,Pledge Class 28,Fraternity pledge chat,Nick,2026-04-17T20:18:00.000Z,,bro,noise,noise,noise,"Noise, joke, hype, or vague reply",0,0,0,0,noise,20,"{""💀"":1,""😂"":2}",noise.one-word:-18; noise.casual-reply:-28; noise.vague-short:-12
msg_00088,Pledge Class 28,Fraternity pledge chat,Tyler,2026-04-17T20:22:00.000Z,,dues are due by Sunday night,important,deadline,dues,Generated important Fraternity pledge chat message,83,83,0,83,deadline,100,{},deadline.explicit:32; deadline.payment:18; time.weekday:7; deadline.date-context:18; structure.concrete-details:8
msg_00089,Pledge Class 28,Fraternity pledge chat,Bella,2026-04-17T20:26:00.000Z,,can someone bring speakers to the pregame,important,request,supplies,Generated important Fraternity pledge chat message,85,85,30,100,request,98,"{""✅"":1,""👀"":1,""📌"":1}",request.can-someone:24; logistics.supplies:25; event.social-anchor:12; question.intent:10; request.bring-supplies:14
msg_00090,Pledge Class 28,Fraternity pledge chat,Chris,2026-04-17T20:29:00.000Z,,????????,noise,noise,noise,"Noise, joke, hype, or vague reply",0,0,3,3,noise,22,"{""🔥"":1}",question.intent:10; noise.one-word:-18; noise.repeated:-16; noise.vague-short:-12
msg_00091,Pledge Class 28,Fraternity pledge chat,Mason,2026-04-17T20:32:00.000Z,,chapter moved to Thursday at 6,important,announcement,change,Generated important Fraternity pledge chat message,100,100,12,100,announcement,100,"{""✅"":1}",event.social-anchor:12; event.meeting-time:24; announcement.change:30; time.weekday:7; time.explicit:12; event.concrete-time:16; announcement.date-context:14; structure.concrete-details:8
msg_00092,Pledge Class 28,Fraternity pledge chat,Mason,2026-04-17T20:33:00.000Z,,does anyone have tickets left?,maybe,request,ticket_availability,Ambiguous message that may be useful in context,46,46,12,58,request,69,"{""✅"":1}",deadline.payment:18; request.ticket-availability:18; question.intent:10
msg_00093,Pledge Class 28,Fraternity pledge chat,Riley,2026-04-17T20:38:00.000Z,,dues are due by Sunday night,important,deadline,dues,Generated important Fraternity pledge chat message,83,83,12,95,deadline,100,"{""✅"":1}",deadline.explicit:32; deadline.payment:18; time.weekday:7; deadline.date-context:18; structure.concrete-details:8
msg_00094,Pledge Class 28,Fraternity pledge chat,Riley,2026-04-17T20:40:00.000Z,,need 3 sober drivers tonight for formal,important,logistics,ride_request,Generated important Fraternity pledge chat message,100,100,20,100,logistics,100,"{""✅"":1,""👀"":1}",request.concrete-need:28; logistics.transport:20; logistics.sober-drivers:30; event.social-anchor:12; time.relative:8; event.concrete-time:16; request.urgent-tonight:12; structure.concrete-details:8
msg_00095,Pledge Class 28,Fraternity pledge chat,Sam,2026-04-17T20:44:00.000Z,,dues are due by Sunday night,important,deadline,dues,Generated important Fraternity pledge chat message,83,83,20,100,deadline,100,"{""✅"":1,""👀"":1}",deadline.explicit:32; deadline.payment:18; time.weekday:7; deadline.date-context:18; structure.concrete-details:8
msg_00096,Pledge Class 28,Fraternity pledge chat,Sam,2026-04-17T20:46:00.000Z,,rush meeting is at 6 in the house,important,event,meeting_time,Generated important Fraternity pledge chat message,72,72,30,100,event,100,"{""👀"":1,""📌"":1}",event.social-anchor:12; event.meeting-time:24; time.explicit:12; event.concrete-time:16; structure.concrete-details:8
msg_00097,Pledge Class 28,Fraternity pledge chat,Sam,2026-04-17T20:49:00.000Z,,9 is crazy,noise,noise,noise,"Noise, joke, hype, or vague reply",0,0,6,6,noise,23,"{""🔥"":2,""💀"":2}",noise.vague-short:-12
